location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00-04,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,24.5,COVID-19
DE,05-14,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,4.5,COVID-19
DE,15-34,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,21.3,COVID-19
DE,35-59,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,103.8,COVID-19
DE,60-79,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,289,COVID-19
DE,80+,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,306.8,COVID-19
DE,00+,2024-02-27,2024-02-27,0 day ahead inc hosp,mean,NA,749.9,COVID-19
DE,00-04,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,28.2,COVID-19
DE,05-14,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,6.4,COVID-19
DE,15-34,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,22.9,COVID-19
DE,35-59,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,112.6,COVID-19
DE,60-79,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,302.6,COVID-19
DE,80+,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,350.2,COVID-19
DE,00+,2024-02-27,2024-02-26,-1 day ahead inc hosp,mean,NA,822.9,COVID-19
DE,00-04,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,30.4,COVID-19
DE,05-14,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,8.6,COVID-19
DE,15-34,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,22.9,COVID-19
DE,35-59,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,108.5,COVID-19
DE,60-79,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,301.8,COVID-19
DE,80+,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,353.1,COVID-19
DE,00+,2024-02-27,2024-02-25,-2 day ahead inc hosp,mean,NA,825.3,COVID-19
DE,00-04,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,30.4,COVID-19
DE,05-14,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,8.6,COVID-19
DE,15-34,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,22.9,COVID-19
DE,35-59,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,110.8,COVID-19
DE,60-79,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,308.3,COVID-19
DE,80+,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,356,COVID-19
DE,00+,2024-02-27,2024-02-24,-3 day ahead inc hosp,mean,NA,837,COVID-19
DE,00-04,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,28,COVID-19
DE,05-14,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,12.9,COVID-19
DE,15-34,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,31.2,COVID-19
DE,35-59,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,118.8,COVID-19
DE,60-79,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,321.6,COVID-19
DE,80+,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,391.6,COVID-19
DE,00+,2024-02-27,2024-02-23,-4 day ahead inc hosp,mean,NA,904.1,COVID-19
DE,00-04,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,37.5,COVID-19
DE,05-14,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,14,COVID-19
DE,15-34,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,44.8,COVID-19
DE,35-59,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,108.2,COVID-19
DE,60-79,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,332.3,COVID-19
DE,80+,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,406.5,COVID-19
DE,00+,2024-02-27,2024-02-22,-5 day ahead inc hosp,mean,NA,943.2,COVID-19
DE,00-04,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,44.8,COVID-19
DE,05-14,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,14.9,COVID-19
DE,15-34,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,47.7,COVID-19
DE,35-59,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,122.1,COVID-19
DE,60-79,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,352.2,COVID-19
DE,80+,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,435.4,COVID-19
DE,00+,2024-02-27,2024-02-21,-6 day ahead inc hosp,mean,NA,1017.1,COVID-19
DE,00-04,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,50.7,COVID-19
DE,05-14,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,18,COVID-19
DE,15-34,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,54.6,COVID-19
DE,35-59,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,134.9,COVID-19
DE,60-79,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,375.2,COVID-19
DE,80+,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,481.1,COVID-19
DE,00+,2024-02-27,2024-02-20,-7 day ahead inc hosp,mean,NA,1114.5,COVID-19
DE,00-04,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,51.4,COVID-19
DE,05-14,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,16.9,COVID-19
DE,15-34,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,55.4,COVID-19
DE,35-59,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,136.1,COVID-19
DE,60-79,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,389.1,COVID-19
DE,80+,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,469.5,COVID-19
DE,00+,2024-02-27,2024-02-19,-8 day ahead inc hosp,mean,NA,1118.5,COVID-19
DE,00-04,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,50.2,COVID-19
DE,05-14,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,14.7,COVID-19
DE,15-34,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,56.5,COVID-19
DE,35-59,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,134.9,COVID-19
DE,60-79,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,389.9,COVID-19
DE,80+,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,472.4,COVID-19
DE,00+,2024-02-27,2024-02-18,-9 day ahead inc hosp,mean,NA,1118.7,COVID-19
DE,00-04,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,51.4,COVID-19
DE,05-14,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,14.7,COVID-19
DE,15-34,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,58.7,COVID-19
DE,35-59,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,138.1,COVID-19
DE,60-79,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,384.5,COVID-19
DE,80+,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,483.8,COVID-19
DE,00+,2024-02-27,2024-02-17,-10 day ahead inc hosp,mean,NA,1131.1,COVID-19
DE,00-04,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,55.4,COVID-19
DE,05-14,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,10.4,COVID-19
DE,15-34,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,58.4,COVID-19
DE,35-59,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,149,COVID-19
DE,60-79,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,399.7,COVID-19
DE,80+,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,500.7,COVID-19
DE,00+,2024-02-27,2024-02-16,-11 day ahead inc hosp,mean,NA,1173.6,COVID-19
DE,00-04,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,53,COVID-19
DE,05-14,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,11.4,COVID-19
DE,15-34,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,51.9,COVID-19
DE,35-59,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,160,COVID-19
DE,60-79,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,418.7,COVID-19
DE,80+,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,515.1,COVID-19
DE,00+,2024-02-27,2024-02-15,-12 day ahead inc hosp,mean,NA,1210,COVID-19
DE,00-04,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,48.7,COVID-19
DE,05-14,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,10.3,COVID-19
DE,15-34,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,57.9,COVID-19
DE,35-59,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,157.4,COVID-19
DE,60-79,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,437.6,COVID-19
DE,80+,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,549.9,COVID-19
DE,00+,2024-02-27,2024-02-14,-13 day ahead inc hosp,mean,NA,1261.8,COVID-19
DE,00-04,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,50.5,COVID-19
DE,05-14,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,10.3,COVID-19
DE,15-34,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,48.6,COVID-19
DE,35-59,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,155.9,COVID-19
DE,60-79,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,447,COVID-19
DE,80+,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,552.8,COVID-19
DE,00+,2024-02-27,2024-02-13,-14 day ahead inc hosp,mean,NA,1265.1,COVID-19
DE,00-04,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,58.4,COVID-19
DE,05-14,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,17.4,COVID-19
DE,15-34,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,56.6,COVID-19
DE,35-59,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,175.6,COVID-19
DE,60-79,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,513.2,COVID-19
DE,80+,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,657.1,COVID-19
DE,00+,2024-02-27,2024-02-12,-15 day ahead inc hosp,mean,NA,1478.3,COVID-19
DE,00-04,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,59.3,COVID-19
DE,05-14,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,17.4,COVID-19
DE,15-34,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,56.6,COVID-19
DE,35-59,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,176.6,COVID-19
DE,60-79,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,513,COVID-19
DE,80+,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,658.9,COVID-19
DE,00+,2024-02-27,2024-02-11,-16 day ahead inc hosp,mean,NA,1481.9,COVID-19
DE,00-04,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,59.3,COVID-19
DE,05-14,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,17.4,COVID-19
DE,15-34,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,54.4,COVID-19
DE,35-59,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,175.3,COVID-19
DE,60-79,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,519.9,COVID-19
DE,80+,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,648.4,COVID-19
DE,00+,2024-02-27,2024-02-10,-17 day ahead inc hosp,mean,NA,1474.7,COVID-19
DE,00-04,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,62.1,COVID-19
DE,05-14,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,19.4,COVID-19
DE,15-34,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,49.1,COVID-19
DE,35-59,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,173.6,COVID-19
DE,60-79,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,559.6,COVID-19
DE,80+,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,650,COVID-19
DE,00+,2024-02-27,2024-02-09,-18 day ahead inc hosp,mean,NA,1513.9,COVID-19
DE,00-04,2024-02-27,2024-02-08,-19 day ahead inc hosp,mean,NA,71,COVID-19
