location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00-04,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,19.9,COVID-19
DE,05-14,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,4.3,COVID-19
DE,15-34,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,23.9,COVID-19
DE,35-59,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,81.5,COVID-19
DE,60-79,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,182.2,COVID-19
DE,80+,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,227.2,COVID-19
DE,00+,2024-03-04,2024-03-04,0 day ahead inc hosp,mean,NA,539.1,COVID-19
DE,00-04,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,19.9,COVID-19
DE,05-14,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,4.3,COVID-19
DE,15-34,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,23.9,COVID-19
DE,35-59,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,74,COVID-19
DE,60-79,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,187.8,COVID-19
DE,80+,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,230.6,COVID-19
DE,00+,2024-03-04,2024-03-03,-1 day ahead inc hosp,mean,NA,540.7,COVID-19
DE,00-04,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,19.9,COVID-19
DE,05-14,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,4.3,COVID-19
DE,15-34,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,25.1,COVID-19
DE,35-59,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,75.2,COVID-19
DE,60-79,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,190.2,COVID-19
DE,80+,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,235.5,COVID-19
DE,00+,2024-03-04,2024-03-02,-2 day ahead inc hosp,mean,NA,550.3,COVID-19
DE,00-04,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,23.6,COVID-19
DE,05-14,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,4.3,COVID-19
DE,15-34,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,21.9,COVID-19
DE,35-59,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,74.3,COVID-19
DE,60-79,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,220.9,COVID-19
DE,80+,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,260.9,COVID-19
DE,00+,2024-03-04,2024-03-01,-3 day ahead inc hosp,mean,NA,605.9,COVID-19
DE,00-04,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,20.7,COVID-19
DE,05-14,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,4.3,COVID-19
DE,15-34,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,16.4,COVID-19
DE,35-59,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,94.5,COVID-19
DE,60-79,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,225.8,COVID-19
DE,80+,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,281.5,COVID-19
DE,00+,2024-03-04,2024-02-29,-4 day ahead inc hosp,mean,NA,643.1,COVID-19
DE,00-04,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,19.4,COVID-19
DE,05-14,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,6.4,COVID-19
DE,15-34,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,17.2,COVID-19
DE,35-59,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,89.9,COVID-19
DE,60-79,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,238.4,COVID-19
DE,80+,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,287.2,COVID-19
DE,00+,2024-03-04,2024-02-28,-5 day ahead inc hosp,mean,NA,658.4,COVID-19
