location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00-04,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,55.7,COVID-19
DE,05-14,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,9.6,COVID-19
DE,15-34,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,68.8,COVID-19
DE,35-59,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,155.2,COVID-19
DE,60-79,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,404.6,COVID-19
DE,80+,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,539,COVID-19
DE,00+,2024-02-16,2024-02-16,0 day ahead inc hosp,mean,NA,1232.9,COVID-19
DE,00-04,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,51.1,COVID-19
DE,05-14,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,12.9,COVID-19
DE,15-34,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,58.3,COVID-19
DE,35-59,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,163.1,COVID-19
DE,60-79,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,431.8,COVID-19
DE,80+,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,543.7,COVID-19
DE,00+,2024-02-16,2024-02-15,-1 day ahead inc hosp,mean,NA,1260.9,COVID-19
DE,00-04,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,48.5,COVID-19
DE,05-14,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,12.2,COVID-19
DE,15-34,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,62.7,COVID-19
DE,35-59,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,161.1,COVID-19
DE,60-79,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,443.9,COVID-19
DE,80+,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,567.7,COVID-19
DE,00+,2024-02-16,2024-02-14,-2 day ahead inc hosp,mean,NA,1296.1,COVID-19
DE,00-04,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,49.7,COVID-19
DE,05-14,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,11.9,COVID-19
DE,15-34,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,47.5,COVID-19
DE,35-59,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,156.4,COVID-19
DE,60-79,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,449.3,COVID-19
DE,80+,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,568.8,COVID-19
DE,00+,2024-02-16,2024-02-13,-3 day ahead inc hosp,mean,NA,1283.5,COVID-19
DE,00-04,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,59,COVID-19
DE,05-14,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,19,COVID-19
DE,15-34,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,55,COVID-19
DE,35-59,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,175.3,COVID-19
DE,60-79,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,514.5,COVID-19
DE,80+,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,672.1,COVID-19
DE,00+,2024-02-16,2024-02-12,-4 day ahead inc hosp,mean,NA,1494.9,COVID-19
DE,00-04,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,59.9,COVID-19
DE,05-14,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,19,COVID-19
DE,15-34,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,54.8,COVID-19
DE,35-59,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,176,COVID-19
DE,60-79,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,514.6,COVID-19
DE,80+,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,672.3,COVID-19
DE,00+,2024-02-16,2024-02-11,-5 day ahead inc hosp,mean,NA,1496.6,COVID-19
DE,00-04,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,59.5,COVID-19
DE,05-14,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,19,COVID-19
DE,15-34,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,53.3,COVID-19
DE,35-59,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,172.2,COVID-19
DE,60-79,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,523.8,COVID-19
DE,80+,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,660.5,COVID-19
DE,00+,2024-02-16,2024-02-10,-6 day ahead inc hosp,mean,NA,1488.2,COVID-19
DE,00-04,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,63.2,COVID-19
DE,05-14,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,21.2,COVID-19
DE,15-34,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,48.3,COVID-19
DE,35-59,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,170,COVID-19
DE,60-79,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,564.1,COVID-19
DE,80+,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,657.3,COVID-19
DE,00+,2024-02-16,2024-02-09,-7 day ahead inc hosp,mean,NA,1524,COVID-19
DE,00-04,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,71.1,COVID-19
DE,05-14,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,22.1,COVID-19
DE,15-34,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,43.8,COVID-19
DE,35-59,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,185.5,COVID-19
DE,60-79,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,605.1,COVID-19
DE,80+,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,696.6,COVID-19
DE,00+,2024-02-16,2024-02-08,-8 day ahead inc hosp,mean,NA,1624.2,COVID-19
DE,00-04,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,80.2,COVID-19
DE,05-14,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,25.2,COVID-19
DE,15-34,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,40.4,COVID-19
DE,35-59,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,196.2,COVID-19
DE,60-79,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,633.2,COVID-19
DE,80+,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,708.3,COVID-19
DE,00+,2024-02-16,2024-02-07,-9 day ahead inc hosp,mean,NA,1683.5,COVID-19
DE,00-04,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,84,COVID-19
DE,05-14,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,25.1,COVID-19
DE,15-34,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,49.5,COVID-19
DE,35-59,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,210.9,COVID-19
DE,60-79,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,654.5,COVID-19
DE,80+,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,721.8,COVID-19
DE,00+,2024-02-16,2024-02-06,-10 day ahead inc hosp,mean,NA,1745.8,COVID-19
DE,00-04,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,84.7,COVID-19
DE,05-14,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,17.8,COVID-19
DE,15-34,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,50.3,COVID-19
DE,35-59,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,223.2,COVID-19
DE,60-79,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,701.2,COVID-19
DE,80+,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,762.6,COVID-19
DE,00+,2024-02-16,2024-02-05,-11 day ahead inc hosp,mean,NA,1839.7,COVID-19
DE,00-04,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,84.6,COVID-19
DE,05-14,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,18.8,COVID-19
DE,15-34,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,49.2,COVID-19
DE,35-59,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,222,COVID-19
DE,60-79,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,705,COVID-19
DE,80+,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,763.1,COVID-19
DE,00+,2024-02-16,2024-02-04,-12 day ahead inc hosp,mean,NA,1842.7,COVID-19
DE,00-04,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,84.5,COVID-19
DE,05-14,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,18.8,COVID-19
DE,15-34,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,49.2,COVID-19
DE,35-59,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,220.6,COVID-19
DE,60-79,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,697.3,COVID-19
DE,80+,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,762.3,COVID-19
DE,00+,2024-02-16,2024-02-03,-13 day ahead inc hosp,mean,NA,1832.8,COVID-19
DE,00-04,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,82,COVID-19
DE,05-14,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,19.8,COVID-19
DE,15-34,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,51.2,COVID-19
DE,35-59,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,237.3,COVID-19
DE,60-79,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,671.5,COVID-19
DE,80+,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,791.8,COVID-19
DE,00+,2024-02-16,2024-02-02,-14 day ahead inc hosp,mean,NA,1853.5,COVID-19
DE,00-04,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,79.6,COVID-19
DE,05-14,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,17.6,COVID-19
DE,15-34,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,67.5,COVID-19
DE,35-59,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,222,COVID-19
DE,60-79,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,681,COVID-19
DE,80+,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,795,COVID-19
DE,00+,2024-02-16,2024-02-01,-15 day ahead inc hosp,mean,NA,1862.7,COVID-19
DE,00-04,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,84.5,COVID-19
DE,05-14,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,16.4,COVID-19
DE,15-34,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,69.4,COVID-19
DE,35-59,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,236.6,COVID-19
DE,60-79,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,677.2,COVID-19
DE,80+,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,798.1,COVID-19
DE,00+,2024-02-16,2024-01-31,-16 day ahead inc hosp,mean,NA,1882.3,COVID-19
DE,00-04,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,86.3,COVID-19
DE,05-14,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,19.4,COVID-19
DE,15-34,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,72.3,COVID-19
DE,35-59,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,242.1,COVID-19
DE,60-79,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,703,COVID-19
DE,80+,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,823.8,COVID-19
DE,00+,2024-02-16,2024-01-30,-17 day ahead inc hosp,mean,NA,1947,COVID-19
DE,00-04,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,93.2,COVID-19
DE,05-14,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,25.4,COVID-19
DE,15-34,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,91.3,COVID-19
DE,35-59,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,252.6,COVID-19
DE,60-79,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,718.2,COVID-19
DE,80+,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,826.6,COVID-19
DE,00+,2024-02-16,2024-01-29,-18 day ahead inc hosp,mean,NA,2007.3,COVID-19
DE,00-04,2024-02-16,2024-01-28,-19 day ahead inc hosp,mean,NA,94.2,COVID-19
