location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00-04,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,5.1,COVID-19
DE,05-14,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,0,COVID-19
DE,15-34,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,15.1,COVID-19
DE,35-59,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,50.6,COVID-19
DE,60-79,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,131.3,COVID-19
DE,80+,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,120.7,COVID-19
DE,00+,2024-03-27,2024-03-27,0 day ahead inc hosp,mean,NA,322.8,COVID-19
DE,00-04,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,6.2,COVID-19
DE,05-14,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,0,COVID-19
DE,15-34,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,19.3,COVID-19
DE,35-59,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,51,COVID-19
DE,60-79,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,135.3,COVID-19
DE,80+,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,111.9,COVID-19
DE,00+,2024-03-27,2024-03-26,-1 day ahead inc hosp,mean,NA,323.7,COVID-19
DE,00-04,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,5.2,COVID-19
DE,05-14,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,1,COVID-19
DE,15-34,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,13.4,COVID-19
DE,35-59,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,49.6,COVID-19
DE,60-79,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,135.1,COVID-19
DE,80+,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,128.1,COVID-19
DE,00+,2024-03-27,2024-03-25,-2 day ahead inc hosp,mean,NA,332.5,COVID-19
DE,00-04,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,5.2,COVID-19
DE,05-14,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,1,COVID-19
DE,15-34,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,12.1,COVID-19
DE,35-59,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,50.1,COVID-19
DE,60-79,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,138.2,COVID-19
DE,80+,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,128.1,COVID-19
DE,00+,2024-03-27,2024-03-24,-3 day ahead inc hosp,mean,NA,334.8,COVID-19
DE,00-04,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,5.2,COVID-19
DE,05-14,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,1,COVID-19
DE,15-34,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,12.1,COVID-19
DE,35-59,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,46.4,COVID-19
DE,60-79,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,134.2,COVID-19
DE,80+,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,123.2,COVID-19
DE,00+,2024-03-27,2024-03-23,-4 day ahead inc hosp,mean,NA,322.2,COVID-19
DE,00-04,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,7.4,COVID-19
DE,05-14,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,2.1,COVID-19
DE,15-34,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,12.7,COVID-19
DE,35-59,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,41.8,COVID-19
DE,60-79,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,139,COVID-19
DE,80+,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,139.7,COVID-19
DE,00+,2024-03-27,2024-03-22,-5 day ahead inc hosp,mean,NA,342.6,COVID-19
DE,00-04,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,9.5,COVID-19
DE,05-14,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,2.1,COVID-19
DE,15-34,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,16.9,COVID-19
DE,35-59,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,46.9,COVID-19
DE,60-79,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,141.6,COVID-19
DE,80+,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,145.3,COVID-19
DE,00+,2024-03-27,2024-03-21,-6 day ahead inc hosp,mean,NA,362.2,COVID-19
DE,00-04,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,10.4,COVID-19
DE,05-14,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,2.1,COVID-19
DE,15-34,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,17.8,COVID-19
DE,35-59,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,52.1,COVID-19
DE,60-79,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,140.1,COVID-19
DE,80+,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,157,COVID-19
DE,00+,2024-03-27,2024-03-20,-7 day ahead inc hosp,mean,NA,379.5,COVID-19
DE,00-04,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,11.4,COVID-19
DE,05-14,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,16.7,COVID-19
DE,35-59,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,51.8,COVID-19
DE,60-79,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,141.4,COVID-19
DE,80+,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,161.4,COVID-19
DE,00+,2024-03-27,2024-03-19,-8 day ahead inc hosp,mean,NA,385.8,COVID-19
DE,00-04,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,16.4,COVID-19
DE,05-14,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,20.7,COVID-19
DE,35-59,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,43.5,COVID-19
DE,60-79,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,159.1,COVID-19
DE,80+,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,161.5,COVID-19
DE,00+,2024-03-27,2024-03-18,-9 day ahead inc hosp,mean,NA,404.4,COVID-19
DE,00-04,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,17.5,COVID-19
DE,05-14,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,21.7,COVID-19
DE,35-59,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,42.4,COVID-19
DE,60-79,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,157,COVID-19
DE,80+,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,165.6,COVID-19
DE,00+,2024-03-27,2024-03-17,-10 day ahead inc hosp,mean,NA,407.3,COVID-19
DE,00-04,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,17.5,COVID-19
DE,05-14,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,21.7,COVID-19
DE,35-59,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,43.4,COVID-19
DE,60-79,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,160.2,COVID-19
DE,80+,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,169.8,COVID-19
DE,00+,2024-03-27,2024-03-16,-11 day ahead inc hosp,mean,NA,415.9,COVID-19
DE,00-04,2024-03-27,2024-03-15,-12 day ahead inc hosp,mean,NA,16.4,COVID-19
