location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00-04,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,9.9,COVID-19
DE,05-14,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,2.3,COVID-19
DE,15-34,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,17.1,COVID-19
DE,35-59,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,50.8,COVID-19
DE,60-79,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,162.8,COVID-19
DE,80+,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,159.7,COVID-19
DE,00+,2024-03-21,2024-03-21,0 day ahead inc hosp,mean,NA,402.5,COVID-19
DE,00-04,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,9.4,COVID-19
DE,05-14,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,2.3,COVID-19
DE,15-34,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,20.3,COVID-19
DE,35-59,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,57.2,COVID-19
DE,60-79,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,152.4,COVID-19
DE,80+,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,172.7,COVID-19
DE,00+,2024-03-21,2024-03-20,-1 day ahead inc hosp,mean,NA,414.3,COVID-19
DE,00-04,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,10,COVID-19
DE,05-14,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,3.3,COVID-19
DE,15-34,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,17.6,COVID-19
DE,35-59,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,52.6,COVID-19
DE,60-79,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,147.3,COVID-19
DE,80+,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,167.6,COVID-19
DE,00+,2024-03-21,2024-03-19,-2 day ahead inc hosp,mean,NA,398.4,COVID-19
DE,00-04,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,14.7,COVID-19
DE,05-14,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,3.2,COVID-19
DE,15-34,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,21.5,COVID-19
DE,35-59,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,44.2,COVID-19
DE,60-79,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,160.1,COVID-19
DE,80+,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,164.4,COVID-19
DE,00+,2024-03-21,2024-03-18,-3 day ahead inc hosp,mean,NA,408.1,COVID-19
DE,00-04,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,15.8,COVID-19
DE,05-14,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,3.2,COVID-19
DE,15-34,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,22.5,COVID-19
DE,35-59,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,42.7,COVID-19
DE,60-79,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,157.5,COVID-19
DE,80+,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,168.6,COVID-19
DE,00+,2024-03-21,2024-03-17,-4 day ahead inc hosp,mean,NA,410.3,COVID-19
DE,00-04,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,15.8,COVID-19
DE,05-14,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,3.2,COVID-19
DE,15-34,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,22.5,COVID-19
DE,35-59,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,43.8,COVID-19
DE,60-79,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,161,COVID-19
DE,80+,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,171.6,COVID-19
DE,00+,2024-03-21,2024-03-16,-5 day ahead inc hosp,mean,NA,418,COVID-19
DE,00-04,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,15.7,COVID-19
DE,05-14,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,21.1,COVID-19
DE,35-59,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,48.7,COVID-19
DE,60-79,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,171.5,COVID-19
DE,80+,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,173,COVID-19
DE,00+,2024-03-21,2024-03-15,-6 day ahead inc hosp,mean,NA,433,COVID-19
DE,00-04,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,17.7,COVID-19
DE,05-14,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,20.9,COVID-19
DE,35-59,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,51.5,COVID-19
DE,60-79,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,168.1,COVID-19
DE,80+,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,171.4,COVID-19
DE,00+,2024-03-21,2024-03-14,-7 day ahead inc hosp,mean,NA,432.7,COVID-19
DE,00-04,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,18.6,COVID-19
DE,05-14,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,22.8,COVID-19
DE,35-59,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,54.3,COVID-19
DE,60-79,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,178.5,COVID-19
DE,80+,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,179.6,COVID-19
DE,00+,2024-03-21,2024-03-13,-8 day ahead inc hosp,mean,NA,457.1,COVID-19
DE,00-04,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,21.6,COVID-19
DE,05-14,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,3.1,COVID-19
DE,15-34,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,22.8,COVID-19
DE,35-59,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,58.3,COVID-19
DE,60-79,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,194.2,COVID-19
DE,80+,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,195.2,COVID-19
DE,00+,2024-03-21,2024-03-12,-9 day ahead inc hosp,mean,NA,495.2,COVID-19
DE,00-04,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,22.5,COVID-19
DE,05-14,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,4.1,COVID-19
DE,15-34,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,22.7,COVID-19
DE,35-59,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,58.1,COVID-19
DE,60-79,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,216.7,COVID-19
DE,80+,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,208.7,COVID-19
DE,00+,2024-03-21,2024-03-11,-10 day ahead inc hosp,mean,NA,532.9,COVID-19
DE,00-04,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,21.5,COVID-19
DE,05-14,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,4.1,COVID-19
DE,15-34,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,21.7,COVID-19
DE,35-59,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,58,COVID-19
DE,60-79,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,218.8,COVID-19
DE,80+,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,206.5,COVID-19
DE,00+,2024-03-21,2024-03-10,-11 day ahead inc hosp,mean,NA,530.6,COVID-19
DE,00-04,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,21.5,COVID-19
DE,05-14,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,4.1,COVID-19
DE,15-34,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,21.7,COVID-19
DE,35-59,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,56.9,COVID-19
DE,60-79,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,217.4,COVID-19
DE,80+,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,208.3,COVID-19
DE,00+,2024-03-21,2024-03-09,-12 day ahead inc hosp,mean,NA,529.9,COVID-19
DE,00-04,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,22.5,COVID-19
DE,05-14,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,4.1,COVID-19
DE,15-34,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,21.6,COVID-19
DE,35-59,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,56.5,COVID-19
DE,60-79,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,199.8,COVID-19
DE,80+,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,208.1,COVID-19
DE,00+,2024-03-21,2024-03-08,-13 day ahead inc hosp,mean,NA,512.6,COVID-19
DE,00-04,2024-03-21,2024-03-07,-14 day ahead inc hosp,mean,NA,24.4,COVID-19
DE,05-14,2024-03-21,2024-03-07,-14 day ahead inc hosp,mean,NA,4.1,COVID-19
DE,15-34,2024-03-21,2024-03-07,-14 day ahead inc hosp,mean,NA,22.6,COVID-19
DE,35-59,2024-03-21,2024-03-07,-14 day ahead inc hosp,mean,NA,54.3,COVID-19
DE,60-79,2024-03-21,2024-03-07,-14 day ahead inc hosp,mean,NA,222.7,COVID-19
